EdgeID,from_id,to_id,Timestamp,Amount Received,Received Currency,Payment Format,Is Laundering,Transaction Authorization Method,Transaction Fees,Destination Bank ID,Transaction Origin,Transaction Status
1393,22,44,6426625,400.0,0,1,0,0,41.0,21,1,0
1394,15,44,6426625,10.0,0,3,0,2,41.0,21,5,0
1395,47,44,6426645,10.0,0,4,0,0,41.0,21,8,0
1396,8,44,6426645,10.0,0,3,0,4,41.0,21,5,0
1397,19,44,6426645,400.0,0,1,0,0,41.0,21,1,0
1398,5,44,6426645,20.0,0,3,0,2,41.0,21,5,0
1399,12,44,6426645,600.0,0,1,0,0,41.0,21,1,0
1400,12,44,6426645,600.0,0,1,0,0,41.0,21,1,0
1401,14,44,6426645,20.0,0,3,0,0,41.0,21,5,0
1402,32,44,6426645,400.0,0,1,0,0,41.0,21,1,0
1403,48,44,6427240,5.0,0,7,0,2,41.0,21,5,0
1404,2,10,6427520,150.0,0,0,0,0,41.0,0,1,0
1405,7,44,6427522,50.0,0,4,0,0,41.0,21,1,0
1406,2,44,6427545,20.0,0,4,0,0,41.0,21,1,0
1407,3,44,6427545,400.0,0,1,0,0,41.0,21,1,0
1408,14,44,6427545,20.0,0,3,0,2,41.0,21,5,0
1409,45,44,6427550,30.0,0,4,0,0,41.0,21,1,0
1410,18,44,6427835,10.0,0,4,0,2,41.0,21,9,0
1411,48,44,6427835,10.0,0,4,0,0,41.0,21,10,0
1412,27,44,6427835,10.0,0,4,0,0,41.0,21,1,0
1413,32,44,6427835,30.0,0,4,0,0,41.0,21,3,0
1414,22,44,6427835,10.0,0,4,0,0,41.0,21,6,0
1415,21,44,6427835,10.0,0,4,0,0,41.0,21,6,0
1416,10,44,6427835,50.0,0,4,0,0,41.0,21,6,0
1417,14,44,6427850,10.0,0,4,0,0,41.0,21,1,0
1418,16,20,6428135,300.0,0,0,0,4,41.0,11,1,0
1419,50,44,6428720,700.0,0,1,0,0,41.0,21,1,0
1420,35,3,6429340,200.0,0,0,0,2,41.0,2,1,0
1421,29,41,6430855,70.0,0,6,0,2,41.0,5,1,0
1422,13,44,6432360,15.0,0,3,0,0,41.0,21,5,0
1423,30,11,6433210,500.0,0,0,1,0,12.0,5,1,0
1424,3,44,6434745,50.0,0,3,0,0,41.0,21,5,0
1425,11,44,6434745,10.0,0,3,0,0,41.0,21,5,0
1426,4,44,6440460,25.0,0,4,0,0,41.0,21,1,0
1427,42,14,6441635,140.0,0,5,0,4,41.0,10,7,0
1428,21,44,6442835,20.0,0,3,0,0,41.0,21,5,0
1429,6,14,6446140,90.0,0,5,0,0,41.0,7,7,0
1430,46,34,6446765,200.0,0,0,0,4,41.0,11,1,0
1431,7,44,6447040,15.0,0,3,0,2,41.0,21,5,0
1432,48,44,6447050,30.0,0,3,0,2,41.0,21,5,0
1433,21,29,6448245,200.0,0,0,0,4,41.0,15,1,0
1434,48,44,6448850,25.0,0,4,0,2,41.0,21,8,0
1435,22,17,6449445,180.0,0,0,0,2,41.0,9,1,0
1436,7,44,6450040,400.0,0,1,0,0,41.0,21,1,0
1437,21,44,6453630,15.0,0,3,0,2,41.0,21,5,0
1438,49,40,6455425,250.0,0,0,0,2,41.0,12,1,0
1439,21,29,6455425,200.0,0,0,0,2,41.0,15,1,0
1440,26,44,6456045,50.0,0,4,0,0,41.0,21,1,0
1441,24,44,6456045,10.0,0,4,0,4,41.0,21,8,0
1442,1,44,6456325,20.0,0,3,0,0,41.0,21,5,0
1443,37,44,6457245,10.0,0,4,0,2,41.0,21,1,0
1444,28,50,6513025,600.0,0,0,0,2,12.0,20,1,0
1445,8,44,6513640,700.0,0,1,0,0,41.0,21,1,0
1446,19,44,6514845,15.0,0,3,0,2,41.0,21,5,0
1447,2,6,6514845,70.0,0,5,0,2,41.0,4,7,0
1448,9,51,6517235,80.0,0,5,0,2,41.0,6,7,0
1449,20,44,6517850,10.0,0,3,0,5,41.0,21,5,0
1450,49,9,6520240,150.0,0,5,0,0,41.0,19,1,0
1451,6,44,6520255,300.0,0,2,0,0,34.0,21,3,0
1452,40,38,6520855,80.0,0,6,0,0,41.0,31,1,0
1453,15,44,6521420,20.0,0,3,0,2,41.0,21,5,0
1454,47,44,6522035,12.0,0,4,0,2,41.0,21,8,0
1455,25,26,6522698,700.5,0,0,1,0,7.0,18,1,0
1456,0,4,6522930,120.0,0,6,0,0,41.0,6,1,0
1457,48,44,6522960,20.0,0,4,0,0,41.0,21,10,0
1458,17,43,6525637,2000.0,0,0,1,0,10.0,1,1,0
1459,40,44,6528040,15.0,0,3,0,0,41.0,21,5,0
1460,41,44,6528945,30.0,0,3,0,2,41.0,21,5,0
1461,34,4,6528965,90.0,0,5,0,0,41.0,3,7,0
1462,29,44,6530165,15.0,0,3,0,2,41.0,21,5,0
1463,1,33,6532840,900.0,0,0,0,2,12.0,22,1,0
1464,8,22,6533445,150.0,0,0,0,2,43.0,10,1,0
1465,43,44,6535265,220.0,0,2,0,0,41.0,21,3,0
1466,36,16,6536432,800.0,0,0,0,3,12.0,8,1,0
1467,49,50,6536440,150.0,0,0,0,2,32.0,14,1,0
1468,46,0,6538820,100.0,0,6,0,0,41.0,27,1,0
1469,34,28,6538820,200.0,0,6,0,0,41.0,49,1,0
1470,17,14,6538820,50.0,0,5,0,7,41.0,10,7,0
1471,17,44,6539450,15.0,0,3,0,0,41.0,21,5,0
1472,42,50,6542440,600.0,0,0,0,2,12.0,20,1,0
1473,31,44,6543045,450.0,0,1,0,0,41.0,21,1,0
1474,33,44,6543635,25.0,0,4,0,0,41.0,21,1,0
1475,6,9,6543960,600.0,0,0,0,2,12.0,19,1,0
1476,25,23,6544535,900.0,0,0,0,2,12.0,14,1,0
1477,48,0,6595825,150.0,0,0,0,0,41.0,13,0,0
1478,16,44,6595825,20.0,0,3,0,2,41.0,21,5,0
1479,30,44,6595825,10.0,0,4,0,0,41.0,21,8,0
1480,30,29,6596445,800.0,0,0,0,2,12.0,15,1,0
1481,21,44,6596450,20.0,0,4,0,0,41.0,21,6,0
1482,19,44,6597625,10.0,0,4,0,2,41.0,21,1,0
1483,48,36,6598550,120.0,0,0,0,2,41.0,20,1,0
1484,2,44,6599425,20.0,0,4,0,3,41.0,21,1,0
1485,2,44,6599425,400.0,0,1,0,0,41.0,21,1,0
1486,32,33,6599425,400.0,0,0,0,2,12.0,17,1,0
1487,32,44,6599425,10.0,0,3,0,0,41.0,21,5,0
1488,39,44,6599445,10.0,0,4,0,0,41.0,21,1,0
1489,48,44,6599445,10.0,0,3,0,0,41.0,21,5,0
1490,48,16,6599445,150.0,0,0,0,2,41.0,8,1,0
1491,26,44,6599445,20.0,0,3,0,0,41.0,21,5,0
1492,31,44,6599445,10.0,0,4,0,3,41.0,21,8,0
1493,31,44,6599445,10.0,0,3,0,0,41.0,21,5,0
1494,19,44,6599445,10.0,0,4,0,2,41.0,21,1,0
1495,41,44,6599445,600.0,0,1,0,0,41.0,21,1,0
1496,41,44,6599445,20.0,0,3,0,0,41.0,21,5,0
1497,7,44,6599445,20.0,0,4,0,4,41.0,21,1,0
1498,27,44,6599445,30.0,0,4,0,2,41.0,21,8,0
1499,34,25,6599445,800.0,0,0,0,2,41.0,1,1,0
1500,50,29,6599445,400.0,0,0,0,2,32.0,15,1,0
1501,50,44,6599445,20.0,0,3,0,0,41.0,21,5,0
1502,38,23,6599445,400.0,0,0,0,2,41.0,14,1,0
1503,40,44,6599445,20.0,0,3,0,0,41.0,21,5,0
1504,23,44,6599445,10.0,0,4,0,2,41.0,21,10,0
1505,22,44,6599445,400.0,0,1,0,0,41.0,21,1,0
1506,22,44,6599445,30.0,0,4,0,0,41.0,21,8,0
1507,21,44,6599445,20.0,0,4,0,0,41.0,21,8,0
1508,21,44,6599445,10.0,0,4,0,0,41.0,21,1,0
1509,10,44,6599445,50.0,0,4,0,3,41.0,21,10,0
1510,7,44,6599450,20.0,0,4,0,3,41.0,21,6,0
1511,22,44,6599450,20.0,0,4,0,2,41.0,21,1,0
1512,6,38,6600625,800.0,0,0,0,2,12.0,24,1,0
1513,31,44,6600635,10.0,0,4,0,0,41.0,21,1,0
1514,21,9,6600650,70.0,0,5,0,0,41.0,19,7,0
1515,29,44,6601235,400.0,0,1,0,0,41.0,21,1,0
1516,48,44,6601245,10.0,0,3,0,0,41.0,21,5,0
1517,1,44,6601850,50.0,0,4,0,0,41.0,21,1,0
1518,2,9,6602125,800.0,0,0,0,2,12.0,11,1,0
1519,48,44,6602130,2.5,0,4,0,4,41.0,21,1,0
1520,18,20,6603040,100.0,0,6,0,0,41.0,11,1,0
1521,35,44,6603040,200.0,0,2,0,2,41.0,21,4,0
1522,8,34,6603040,70.0,0,6,0,0,41.0,11,1,0
1523,3,44,6603040,200.0,0,2,0,0,41.0,21,4,0
1524,33,44,6603040,500.0,0,1,0,2,41.0,21,1,0
1525,11,27,6603040,100.0,0,5,0,3,41.0,23,1,0
1526,1,37,6603065,200.0,0,5,0,3,41.0,1,1,0
1527,9,24,6605740,80.0,0,6,0,4,41.0,14,1,0
1528,20,40,6605740,80.0,0,6,0,0,41.0,50,1,0
1529,6,44,6605740,300.0,0,2,0,0,34.0,21,4,0
1530,14,44,6606630,10.0,0,4,0,2,41.0,21,1,0
1531,24,30,6606650,400.0,0,0,0,2,32.0,1,1,0
1532,27,44,6607250,400.0,0,1,0,0,41.0,21,1,0
1533,3,44,6607540,20.0,0,3,0,2,41.0,21,5,0
1534,12,11,6607550,400.0,0,0,0,3,41.0,5,1,0
1535,14,44,6610835,250.0,0,2,0,0,32.0,21,3,0
1536,7,11,6611165,800.0,0,0,0,4,41.0,5,1,0
1537,25,13,6611410,700.5,0,0,1,0,7.0,6,1,0
1538,4,17,6613840,80.0,0,5,0,4,41.0,9,1,0
1539,43,39,6614450,150.0,0,0,0,0,41.0,5,1,0
1540,43,44,6615635,20.0,0,3,0,2,41.0,21,5,0
1541,45,44,6615635,20.0,0,3,0,3,41.0,21,5,0
1542,47,44,6615635,20.0,0,3,0,2,41.0,21,5,0
1543,19,44,6615635,20.0,0,3,0,2,41.0,21,5,0
1544,0,44,6615635,20.0,0,3,0,2,41.0,21,5,0
1545,2,44,6615635,5.0,0,3,0,0,41.0,21,5,0
1546,12,44,6615635,20.0,0,3,0,2,41.0,21,5,0
1547,15,44,6615635,20.0,0,3,0,2,41.0,21,5,0
1548,42,44,6615965,20.0,0,3,0,2,41.0,21,5,0
1549,29,14,6615965,150.0,0,6,0,2,41.0,10,1,0
1550,21,44,6616850,400.0,0,1,0,0,41.0,21,3,0
1551,11,44,6617430,20.0,0,4,0,2,41.0,21,6,0
1552,7,44,6617440,400.0,0,1,0,0,41.0,21,1,0
1553,26,44,6617450,300.0,0,1,0,0,41.0,21,1,0
1554,18,44,6618050,300.0,0,1,0,0,41.0,21,1,0
1555,48,44,6618050,400.0,0,1,0,0,41.0,21,1,0
1556,32,44,6618050,400.0,0,1,0,3,41.0,21,1,0
1557,10,44,6618050,400.0,0,1,0,0,41.0,21,1,0
1558,26,30,6618350,70.0,0,5,0,0,41.0,1,1,0
1559,31,44,6618350,400.0,0,1,0,0,41.0,21,1,0
1560,0,40,6618350,70.0,0,5,0,0,41.0,12,7,0
1561,2,44,6618350,400.0,0,1,0,0,41.0,21,1,0
1562,32,10,6618350,250.0,0,0,0,4,41.0,0,1,0
1563,13,44,6619240,10.0,0,3,0,0,41.0,21,5,0
1564,17,28,6619540,6384.0,0,0,1,0,52.0,9,1,0
1565,28,17,6619540,6384.0,0,0,1,0,52.0,9,1,0
1566,2,44,6619850,400.0,0,1,0,3,41.0,21,1,0
1567,3,44,6619850,20.0,0,4,0,2,41.0,21,1,0
1568,49,36,6620140,180.0,0,5,0,0,41.0,20,7,0
1569,37,48,6620150,400.0,0,0,0,3,41.0,4,1,0
1570,26,14,6620150,70.0,0,5,0,2,41.0,10,7,0
1571,26,42,6620150,70.0,0,5,0,2,41.0,25,7,0
1572,16,44,6620150,600.0,0,1,0,0,41.0,21,1,0
1573,22,44,6620150,400.0,0,1,0,0,41.0,21,1,0
1574,2,68,6621040,80.0,0,5,0,2,41.0,18,7,0
1575,37,44,6621645,10.0,0,4,0,2,41.0,21,1,0
1576,14,44,6621665,400.0,0,1,0,0,41.0,21,1,0
1577,19,38,6621940,350.0,0,0,0,3,41.0,24,1,0
1578,35,40,6621950,60.0,0,5,0,0,41.0,12,7,0
1579,8,44,6621950,20.0,0,4,0,2,41.0,21,8,0
1580,49,33,6621950,250.0,0,0,0,2,41.0,17,1,0
1581,19,14,6621950,150.0,0,0,0,2,41.0,10,1,0
1582,5,44,6621950,600.0,0,1,0,0,41.0,21,1,0
1583,22,16,6621950,200.0,0,0,0,2,41.0,8,1,0
1584,15,44,6621950,20.0,0,4,0,0,41.0,21,1,0
1585,47,44,6621960,300.0,0,1,0,3,41.0,21,1,0
1586,8,50,6621960,200.0,0,0,0,2,46.0,20,1,0
1587,14,44,6621960,10.0,0,4,0,0,41.0,21,1,0
1588,14,44,6622838,10.0,0,4,0,3,41.0,21,1,0
1589,2,44,6622840,10.0,0,3,0,4,41.0,21,5,0
1590,14,27,6622840,400.0,0,0,0,2,32.0,23,1,0
1591,17,44,6622840,10.0,0,3,0,0,41.0,21,5,0
1592,7,44,6623745,20.0,0,3,0,0,41.0,21,5,0
1593,28,38,6625220,80.0,0,6,0,0,41.0,24,1,0
1594,48,44,6625220,200.0,0,2,0,0,41.0,21,3,0
1595,8,44,6625220,300.0,0,2,0,0,46.0,21,3,0
1596,13,38,6625220,50.0,0,6,0,0,41.0,24,1,0
1597,41,24,6625220,50.0,0,5,0,3,41.0,22,1,0
1598,24,44,6625220,300.0,0,2,0,3,41.0,21,3,0
1599,31,44,6625255,300.0,0,1,0,0,41.0,21,1,0
1600,25,45,6625255,80.0,0,6,0,3,41.0,27,1,0
1601,21,14,6625255,80.0,0,6,0,0,41.0,10,1,0
1602,31,36,6625540,40.0,0,0,0,2,42.0,20,1,0
1603,45,44,6628238,400.0,0,1,0,0,41.0,21,1,0
1604,31,44,6628245,2.5,0,4,0,0,41.0,21,6,0
1605,5,44,6628245,10.0,0,4,0,2,41.0,21,8,0
1606,2,38,6628245,400.0,0,0,0,2,12.0,24,1,0
1607,3,44,6628245,10.0,0,3,0,0,41.0,21,5,0
1608,4,44,6628245,10.0,0,3,0,0,41.0,21,5,0
1609,16,38,6628245,200.0,0,0,0,2,41.0,24,1,0
1610,7,44,6628245,20.0,0,3,0,0,41.0,21,5,0
1611,9,44,6628245,20.0,0,3,0,2,41.0,21,5,0
1612,25,44,6628245,20.0,0,3,0,0,41.0,21,5,0
1613,22,44,6628245,20.0,0,3,0,2,41.0,21,5,0
1614,21,44,6628245,10.0,0,4,0,0,41.0,21,1,0
1615,3,23,6628250,150.0,0,0,0,2,41.0,14,1,0
1616,31,44,6628840,20.0,0,3,0,2,41.0,21,5,0
1617,19,44,6628840,10.0,0,3,0,2,41.0,21,5,0
1618,7,44,6628840,10.0,0,3,0,2,41.0,21,5,0
1619,2,29,6629120,400.0,0,0,0,4,12.0,5,1,0
1620,20,44,6629120,30.0,0,4,0,0,41.0,21,1,0
1621,46,44,6629140,20.0,0,3,0,2,41.0,21,5,0
1622,39,44,6629145,10.0,0,3,0,2,41.0,21,5,0
1623,7,44,6629145,10.0,0,4,0,2,41.0,21,8,0
1624,29,38,6629145,400.0,0,0,0,0,41.0,24,1,0
1625,38,29,6629145,800.0,0,0,0,2,12.0,15,1,0
1626,39,44,6629150,10.0,0,4,0,0,41.0,21,10,0
1627,26,7,6629150,400.0,0,0,0,2,46.0,16,1,0
1628,41,44,6629150,20.0,0,4,0,2,41.0,21,1,0
1629,16,11,6629150,400.0,0,0,0,2,41.0,5,1,0
1630,29,38,6629152,150.0,0,0,0,2,41.0,24,1,0
1631,49,44,6629160,10.0,0,3,0,0,41.0,21,5,0
1632,33,44,6629160,10.0,0,3,0,2,41.0,21,5,0
1633,36,40,6629160,2500.0,0,0,0,2,12.0,12,1,0
1634,6,25,6629160,800.0,0,0,0,2,12.0,1,1,0
1635,31,42,6629450,120.0,0,5,0,2,41.0,25,1,0
1636,21,44,6629460,20.0,0,3,0,2,41.0,21,5,0
1637,23,44,6630040,10.0,0,3,0,2,41.0,21,5,0
1638,49,44,6630640,400.0,0,1,0,0,41.0,21,1,0
1639,14,42,6630945,400.0,0,0,0,3,41.0,25,1,0
1640,41,44,6686450,700.0,0,1,0,0,41.0,21,1,0
1641,34,44,6686455,30.0,0,3,0,2,41.0,21,5,0
1642,48,44,6687060,450.0,0,1,0,0,41.0,21,1,0
1643,29,44,6687340,350.0,0,1,0,0,41.0,21,1,0
1644,7,44,6687350,350.0,0,1,0,0,41.0,21,1,0
1645,6,44,6687650,250.0,0,2,0,0,32.0,21,3,0
1646,40,44,6687655,35.0,0,4,0,2,41.0,21,1,0
1647,22,44,6691250,12.0,0,4,0,4,41.0,21,8,0
1648,42,33,6693050,120.0,0,5,0,4,41.0,17,7,0
1649,48,44,6693065,15.0,0,4,0,2,41.0,21,8,0
1650,49,14,6693965,70.0,0,5,0,0,41.0,10,1,0
1651,46,44,6694230,10.0,0,3,0,2,41.0,21,5,0
1652,50,44,6695730,15.0,0,4,0,2,41.0,21,1,0
1653,36,38,6697245,70.0,0,5,0,2,41.0,24,7,0
1654,16,44,6698440,10.0,0,3,0,2,41.0,21,5,0
1655,48,44,6698455,2.0,0,4,0,3,41.0,21,1,0
1656,25,50,6702310,700.5,0,0,1,0,7.0,20,1,0
1657,13,44,6704445,300.0,0,1,0,0,41.0,21,3,0
1658,28,14,6708350,250.0,0,5,0,0,41.0,10,7,0
1659,17,47,6713443,1000.0,0,0,1,0,26.0,6,1,0
1660,4,44,6714365,300.0,0,1,0,0,41.0,21,1,0
1661,29,6,6715220,350.0,0,0,0,0,41.0,4,1,0
1662,7,44,6769550,10.0,0,4,0,2,41.0,21,8,0
1663,13,44,6773125,400.0,0,1,0,0,41.0,21,3,0
1664,11,44,6773455,400.0,0,2,0,0,32.0,21,4,0
1665,3,44,6773735,600.0,0,1,0,0,41.0,21,1,0
1666,17,44,6774365,25.0,0,4,0,2,41.0,21,8,0
1667,39,44,6774625,300.0,0,1,0,0,41.0,21,1,0
1668,31,46,6774650,200.0,0,0,0,0,41.0,20,1,0
1669,46,31,6774650,200.0,0,0,0,0,41.0,20,1,0
1670,7,44,6774650,200.0,0,2,0,2,41.0,21,4,0
1671,8,21,6776150,90.0,0,5,0,0,41.0,6,1,0
1672,26,42,6779425,70.0,0,5,0,2,41.0,25,7,0
1673,18,44,6779445,200.0,0,2,0,2,41.0,21,3,0
1674,14,44,6779445,250.0,0,2,0,0,41.0,21,4,0
1675,32,44,6779445,250.0,0,2,0,2,41.0,21,4,0
1676,48,44,6779465,250.0,0,2,0,2,41.0,21,3,0
1677,10,21,6779465,300.0,0,0,0,0,41.0,13,1,0
1678,49,44,6780050,150.0,0,2,0,0,41.0,21,4,0
1679,31,44,6780050,400.0,0,1,0,0,41.0,21,1,0
1680,22,1,6780065,250.0,0,0,0,0,41.0,0,1,0
1681,21,38,6780065,150.0,0,0,0,0,41.0,24,1,0
1682,39,7,6780350,400.0,0,0,0,2,41.0,16,1,0
1683,48,7,6780350,70.0,0,5,0,2,41.0,16,7,0
1684,31,44,6780350,400.0,0,1,0,0,41.0,21,1,0
1685,41,44,6780350,10.0,0,4,0,3,41.0,21,6,0
1686,34,3,6780350,70.0,0,5,0,0,41.0,2,7,0
1687,50,44,6780350,600.0,0,1,0,0,41.0,21,1,0
1688,38,44,6780350,600.0,0,2,0,0,41.0,21,4,0
1689,22,36,6780350,600.0,0,0,0,2,12.0,0,1,0
1690,26,44,6780360,150.0,0,2,0,0,41.0,21,3,0
1691,40,44,6780360,30.0,0,4,0,2,41.0,21,1,0
1692,37,8,6780365,80.0,0,5,0,2,41.0,0,7,0
1693,26,44,6780365,120.0,0,2,0,0,41.0,21,3,0
1694,16,50,6780365,400.0,0,0,0,2,41.0,20,1,0
1695,6,50,6780640,80.0,0,5,0,0,41.0,20,7,0
1696,19,44,6780650,10.0,0,4,0,2,41.0,21,1,0
1697,43,1,6780655,170.0,0,0,0,4,41.0,0,1,0
1698,26,44,6780665,200.0,0,2,0,0,41.0,21,4,0
1699,49,44,6780932,150.0,0,2,0,0,41.0,21,3,0
1700,1,44,6780965,3000.0,0,1,0,0,41.0,21,1,0
1701,2,44,6780965,150.0,0,2,0,2,41.0,21,3,0
1702,7,44,6781532,150.0,0,2,0,2,41.0,21,3,0
1703,6,20,6781540,70.0,0,5,0,0,41.0,11,7,0
1704,47,44,6781825,400.0,0,2,0,2,41.0,21,4,0
1705,35,44,6781865,150.0,0,2,0,0,41.0,21,3,0
1706,26,44,6781865,150.0,0,2,0,0,41.0,21,3,0
1707,31,44,6781865,600.0,0,2,0,0,41.0,21,3,0
1708,19,38,6781865,80.0,0,5,0,0,41.0,24,7,0
1709,2,44,6781865,250.0,0,2,0,2,41.0,21,3,0
1710,45,44,6782125,250.0,0,2,0,2,41.0,21,4,0
1711,14,3,6782125,150.0,0,0,0,0,41.0,2,1,0
1712,3,14,6782135,70.0,0,5,0,0,41.0,10,7,0
1713,21,44,6782150,100.0,0,2,0,0,41.0,21,3,0
1714,2,44,6782155,300.0,0,2,0,0,41.0,21,3,0
1715,31,44,6782160,180.0,0,2,0,0,41.0,21,4,0
1716,0,44,6782160,200.0,0,2,0,3,32.0,21,4,0
1717,21,44,6782160,150.0,0,2,0,0,41.0,21,3,0
1718,8,44,6782165,400.0,0,1,0,0,41.0,21,1,0
1719,49,9,6782165,180.0,0,5,0,0,41.0,19,7,0
1720,41,44,6782165,150.0,0,2,0,0,41.0,21,3,0
1721,5,42,6782165,700.0,0,0,0,3,41.0,25,1,0
1722,22,44,6782165,100.0,0,2,0,0,41.0,21,3,0
1723,15,44,6782165,700.0,0,1,0,0,41.0,21,1,0
1724,33,3,6783345,500.0,0,0,0,2,41.0,2,1,0
1725,32,44,6784565,180.0,0,2,0,0,41.0,21,4,0
1726,25,44,6784845,600.0,0,1,0,0,41.0,21,1,0
1727,20,44,6788760,40.0,0,4,0,0,41.0,21,1,0
1728,25,16,6790210,700.5,0,0,1,0,7.0,8,1,0
1729,22,44,6791125,400.0,0,1,0,0,41.0,21,1,0
1730,29,39,6791145,150.0,0,0,0,3,41.0,5,1,0
1731,41,42,6791150,400.0,0,0,0,3,41.0,25,1,0
1732,50,44,6791150,10.0,0,3,0,0,41.0,21,5,0
1733,32,7,6791150,70.0,0,5,0,0,41.0,16,7,0
1734,48,44,6791160,400.0,0,1,0,0,41.0,21,1,0
1735,48,44,6791420,80.0,0,1,0,0,41.0,21,1,0
1736,9,19,6791445,280.0,0,0,0,4,41.0,5,1,0
1737,27,44,6792625,250.0,0,2,0,0,41.0,21,3,0
1738,48,44,6792650,20.0,0,4,0,2,41.0,21,8,0
1739,19,27,6792950,400.0,0,0,0,0,41.0,23,1,0
1740,7,40,6792950,400.0,0,0,0,2,32.0,12,1,0
1741,14,3,6792952,300.0,0,0,0,0,41.0,2,1,0
1742,31,34,6792960,600.0,0,0,0,2,12.0,11,1,0
1743,24,44,6792965,250.0,0,2,0,0,46.0,21,3,0
1744,12,6,6792965,70.0,0,5,0,2,41.0,4,7,0
1745,7,14,6794765,800.0,0,0,0,2,12.0,10,1,0
1746,19,44,6798655,25.0,0,4,0,3,41.0,21,1,0
1747,21,1,6801025,400.0,0,0,0,4,41.0,0,1,0
1748,23,44,6801660,400.0,0,1,0,0,41.0,21,1,0
1749,48,23,6802235,40.0,0,5,0,2,41.0,14,1,0
1750,48,44,6802250,20.0,0,3,0,2,41.0,21,5,0
1751,2,20,6802250,70.0,0,5,0,0,41.0,12,7,0
1752,2,20,6802250,150.0,0,0,0,2,41.0,11,1,0
1753,16,44,6802250,50.0,0,4,0,7,41.0,21,1,0
1754,30,38,6802250,700.0,0,0,0,2,32.0,24,1,0
1755,32,44,6802250,20.0,0,4,0,2,41.0,21,10,0
1756,26,11,6802260,180.0,0,0,0,0,41.0,5,1,0
1757,17,45,6803746,1000.0,0,0,1,0,26.0,18,1,0
1758,29,31,6829674,500.0,0,0,1,0,12.0,14,1,0
1759,40,44,6855065,300.0,0,2,0,4,41.0,21,4,0
1760,14,44,6855950,20.0,0,3,0,2,41.0,21,5,0
1761,47,44,6858625,10.0,0,4,0,0,41.0,21,1,0
1762,0,44,6858625,30.0,0,4,0,2,41.0,21,1,0
1763,2,44,6858625,10.0,0,4,0,2,41.0,21,8,0
1764,16,44,6858625,10.0,0,3,0,0,41.0,21,5,0
1765,29,9,6858640,70.0,0,5,0,0,41.0,19,7,0
1766,43,44,6858645,30.0,0,4,0,0,41.0,21,1,0
1767,45,44,6858645,50.0,0,4,0,2,41.0,21,1,0
1768,19,44,6858645,10.0,0,4,0,0,41.0,21,1,0
1769,15,44,6858645,150.0,0,4,0,0,41.0,21,1,0
1770,17,44,6859525,20.0,0,4,0,2,41.0,21,8,0
1771,3,44,6859550,20.0,0,4,0,3,41.0,21,8,0
1772,4,44,6859550,20.0,0,4,0,0,41.0,21,1,0
1773,31,42,6859850,30.0,0,0,0,2,42.0,25,1,0
1774,5,44,6859850,400.0,0,1,0,0,41.0,21,1,0
1775,42,44,6859850,50.0,0,4,0,0,41.0,21,8,0
1776,29,44,6859850,20.0,0,4,0,2,41.0,21,1,0
1777,9,44,6859850,50.0,0,4,0,2,41.0,21,8,0
1778,22,16,6859850,200.0,0,0,0,2,41.0,8,1,0
1779,16,9,6859860,80.0,0,5,0,2,41.0,19,7,0
1780,13,44,6860150,25.0,0,4,0,2,41.0,21,1,0
1781,31,44,6860750,400.0,0,1,0,0,41.0,21,1,0
1782,19,44,6860750,20.0,0,4,0,3,41.0,21,1,0
1783,7,44,6860750,300.0,0,1,0,0,41.0,21,1,0
1784,36,44,6860750,200.0,0,2,0,0,32.0,21,3,0
1785,39,44,6861050,20.0,0,4,0,0,41.0,21,8,0
1786,49,44,6861050,100.0,0,2,0,0,46.0,21,3,0
1787,7,25,6861050,800.0,0,0,0,0,41.0,1,1,0
1788,29,44,6861050,300.0,0,1,0,3,41.0,21,1,0
1789,2,27,6861065,70.0,0,5,0,2,41.0,4,1,0
1790,12,44,6861345,50.0,0,4,0,2,41.0,21,8,0
1791,46,44,6861955,200.0,0,2,0,2,32.0,21,3,0
1792,13,44,6862235,300.0,0,2,0,4,41.0,21,3,0
1793,31,44,6862265,200.0,0,2,0,2,41.0,21,3,0
1794,21,44,6862265,200.0,0,2,0,0,32.0,21,3,0
1795,41,44,6864315,300.0,0,2,0,2,46.0,21,4,0
1796,31,44,6864332,5.0,0,3,0,2,41.0,21,5,0
1797,34,16,6864915,300.0,0,5,0,2,41.0,8,7,0
1798,17,44,6864915,300.0,0,2,0,0,41.0,21,4,0
1799,25,44,6864940,400.0,0,1,0,2,41.0,21,1,0
1800,8,14,6865825,70.0,0,5,0,0,41.0,10,1,0
1801,49,44,6865840,20.0,0,4,0,0,41.0,21,8,0
1802,33,44,6865840,20.0,0,4,0,0,41.0,21,1,0
1803,36,1,6865840,150.0,0,5,0,0,41.0,0,1,0
1804,6,50,6865840,70.0,0,5,0,0,41.0,20,7,0
1805,46,44,6865850,50.0,0,4,0,2,41.0,21,1,0
1806,38,27,6865850,70.0,0,5,0,0,41.0,23,7,0
1807,20,44,6865865,400.0,0,1,0,0,41.0,21,1,0
1808,2,20,6866750,120.0,0,5,0,0,41.0,11,1,0
1809,7,44,6866750,30.0,0,4,0,2,41.0,21,1,0
1810,27,44,6866750,400.0,0,1,0,0,41.0,21,1,0
1811,25,44,6866750,700.0,0,1,0,0,41.0,21,1,0
1812,21,44,6866750,400.0,0,1,0,3,41.0,21,1,0
1813,21,44,6866750,400.0,0,1,0,3,41.0,21,3,0
